float_id,cycle_number,latitude,longitude,datetime,temp_min,temp_max,salinity_mean,summary_text
3900994,198,-46.792,77.108,2013-09-14 01:46:59.999999865,2.217,8.556,34.75702127659575,"ARGO float 3900994 on cycle 198 reported data on 2013-09-14 at location 46.8°S, 77.1°E. The profile measured temperatures from 2.2°C to 8.6°C and salinities around 34.8 PSU."
3900994,199,-47.18,78.825,2013-09-24 01:53:59.999999976,2.155,7.377,34.773258064516135,"ARGO float 3900994 on cycle 199 reported data on 2013-09-24 at location 47.2°S, 78.8°E. The profile measured temperatures from 2.2°C to 7.4°C and salinities around 34.8 PSU."
3901004,92,-46.863,35.779,2013-09-01 23:11:21.407999861,2.532,6.16,33.32689285714286,"ARGO float 3901004 on cycle 92 reported data on 2013-09-01 at location 46.9°S, 35.8°E. The profile measured temperatures from 2.5°C to 6.2°C and salinities around 33.3 PSU."
3901004,93,-46.817,36.377,2013-09-11 21:42:14.112000103,2.492,6.704,33.229285714285716,"ARGO float 3901004 on cycle 93 reported data on 2013-09-11 at location 46.8°S, 36.4°E. The profile measured temperatures from 2.5°C to 6.7°C and salinities around 33.2 PSU."
3901004,94,-46.407,36.767,2013-09-21 20:13:05.952000051,2.51,6.398,33.22314285714286,"ARGO float 3901004 on cycle 94 reported data on 2013-09-21 at location 46.4°S, 36.8°E. The profile measured temperatures from 2.5°C to 6.4°C and salinities around 33.2 PSU."
3901005,92,-41.798,33.478,2013-09-02 07:38:38.400000103,2.676,11.328,34.677571428571426,"ARGO float 3901005 on cycle 92 reported data on 2013-09-02 at location 41.8°S, 33.5°E. The profile measured temperatures from 2.7°C to 11.3°C and salinities around 34.7 PSU."
3901005,93,-41.237,34.211,2013-09-12 06:39:16.127999887,2.7,12.068,34.72617857142857,"ARGO float 3901005 on cycle 93 reported data on 2013-09-12 at location 41.2°S, 34.2°E. The profile measured temperatures from 2.7°C to 12.1°C and salinities around 34.7 PSU."
3901005,94,-40.686,34.744,2013-09-22 05:14:33.216000051,2.72,12.312,34.75946428571429,"ARGO float 3901005 on cycle 94 reported data on 2013-09-22 at location 40.7°S, 34.7°E. The profile measured temperatures from 2.7°C to 12.3°C and salinities around 34.8 PSU."
3901006,92,-49.222,45.397,2013-09-04 00:40:58.944000120,1.878,2.7,34.251892857142856,"ARGO float 3901006 on cycle 92 reported data on 2013-09-04 at location 49.2°S, 45.4°E. The profile measured temperatures from 1.9°C to 2.7°C and salinities around 34.3 PSU."
3901006,93,-48.872,46.694,2013-09-13 23:41:48.767999904,1.904,3.526,34.23771428571429,"ARGO float 3901006 on cycle 93 reported data on 2013-09-13 at location 48.9°S, 46.7°E. The profile measured temperatures from 1.9°C to 3.5°C and salinities around 34.2 PSU."
3901006,94,-48.887,47.777,2013-09-23 22:42:37.728000034,1.878,2.908,34.239607142857146,"ARGO float 3901006 on cycle 94 reported data on 2013-09-23 at location 48.9°S, 47.8°E. The profile measured temperatures from 1.9°C to 2.9°C and salinities around 34.2 PSU."
3901007,92,-43.233,20.978,2013-09-01 17:51:30.239999991,2.724,9.216,34.374857142857145,"ARGO float 3901007 on cycle 92 reported data on 2013-09-01 at location 43.2°S, 21.0°E. The profile measured temperatures from 2.7°C to 9.2°C and salinities around 34.4 PSU."
3901007,93,-43.923,21.02,2013-09-11 16:24:07.488000103,2.72,8.88,34.39682142857143,"ARGO float 3901007 on cycle 93 reported data on 2013-09-11 at location 43.9°S, 21.0°E. The profile measured temperatures from 2.7°C to 8.9°C and salinities around 34.4 PSU."
3901007,94,-44.145,21.209,2013-09-21 14:56:45.599999879,2.68,8.932,34.47096428571429,"ARGO float 3901007 on cycle 94 reported data on 2013-09-21 at location 44.1°S, 21.2°E. The profile measured temperatures from 2.7°C to 8.9°C and salinities around 34.5 PSU."
3901008,92,-39.583,44.002,2013-09-02 00:28:54.911999861,2.884,17.364,35.14742857142857,"ARGO float 3901008 on cycle 92 reported data on 2013-09-02 at location 39.6°S, 44.0°E. The profile measured temperatures from 2.9°C to 17.4°C and salinities around 35.1 PSU."
3901008,93,-37.676,45.518,2013-09-11 23:07:23.807999896,2.9,17.272,35.145964285714285,"ARGO float 3901008 on cycle 93 reported data on 2013-09-11 at location 37.7°S, 45.5°E. The profile measured temperatures from 2.9°C to 17.3°C and salinities around 35.1 PSU."
3901008,94,-37.135,45.533,2013-09-21 21:45:52.703999922,3.028,17.236,35.16753571428571,"ARGO float 3901008 on cycle 94 reported data on 2013-09-21 at location 37.1°S, 45.5°E. The profile measured temperatures from 3.0°C to 17.2°C and salinities around 35.2 PSU."
3901009,92,-43.219,33.546,2013-09-02 07:39:07.775999991,2.644,8.248,34.3795,"ARGO float 3901009 on cycle 92 reported data on 2013-09-02 at location 43.2°S, 33.5°E. The profile measured temperatures from 2.6°C to 8.2°C and salinities around 34.4 PSU."
3901009,93,-43.066,33.85,2013-09-12 06:16:20.640000060,2.636,7.716,34.338,"ARGO float 3901009 on cycle 93 reported data on 2013-09-12 at location 43.1°S, 33.9°E. The profile measured temperatures from 2.6°C to 7.7°C and salinities around 34.3 PSU."
3901009,94,-42.93,34.162,2013-09-22 04:52:15.743999887,2.614,8.06,34.37264285714286,"ARGO float 3901009 on cycle 94 reported data on 2013-09-22 at location 42.9°S, 34.2°E. The profile measured temperatures from 2.6°C to 8.1°C and salinities around 34.4 PSU."
3901011,92,-50.879,34.701,2013-09-03 18:19:23.808000146,1.748,2.364,34.258500000000005,"ARGO float 3901011 on cycle 92 reported data on 2013-09-03 at location 50.9°S, 34.7°E. The profile measured temperatures from 1.7°C to 2.4°C and salinities around 34.3 PSU."
3901011,93,-51.212,34.72,2013-09-13 17:00:47.231999853,1.54,2.364,34.25507142857143,"ARGO float 3901011 on cycle 93 reported data on 2013-09-13 at location 51.2°S, 34.7°E. The profile measured temperatures from 1.5°C to 2.4°C and salinities around 34.3 PSU."
3901011,94,-52.166,35.568,2013-09-23 16:00:08.927999982,1.002,2.44,34.32403571428571,"ARGO float 3901011 on cycle 94 reported data on 2013-09-23 at location 52.2°S, 35.6°E. The profile measured temperatures from 1.0°C to 2.4°C and salinities around 34.3 PSU."
3901013,92,-45.359,23.043,2013-09-04 17:57:10.655999879,2.54,8.824,34.48307142857143,"ARGO float 3901013 on cycle 92 reported data on 2013-09-04 at location 45.4°S, 23.0°E. The profile measured temperatures from 2.5°C to 8.8°C and salinities around 34.5 PSU."
3901013,93,-45.595,21.99,2013-09-14 16:30:13.823999965,2.632,8.608,34.475928571428575,"ARGO float 3901013 on cycle 93 reported data on 2013-09-14 at location 45.6°S, 22.0°E. The profile measured temperatures from 2.6°C to 8.6°C and salinities around 34.5 PSU."
3901013,94,-45.668,21.627,2013-09-24 15:04:32.160000043,2.664,8.374,34.44285714285714,"ARGO float 3901013 on cycle 94 reported data on 2013-09-24 at location 45.7°S, 21.6°E. The profile measured temperatures from 2.7°C to 8.4°C and salinities around 34.4 PSU."
3901014,92,-45.761,40.757,2013-09-05 05:16:12.576000051,2.5,5.788,34.14023076923077,"ARGO float 3901014 on cycle 92 reported data on 2013-09-05 at location 45.8°S, 40.8°E. The profile measured temperatures from 2.5°C to 5.8°C and salinities around 34.1 PSU."
3901014,93,-45.712,41.13,2013-09-15 04:55:32.735999939,2.64,5.708,34.08537777777778,"ARGO float 3901014 on cycle 93 reported data on 2013-09-15 at location 45.7°S, 41.1°E. The profile measured temperatures from 2.6°C to 5.7°C and salinities around 34.1 PSU."
3901014,94,-45.723,41.209,2013-09-25 04:31:55.775999904,2.656,5.808,34.07217777777778,"ARGO float 3901014 on cycle 94 reported data on 2013-09-25 at location 45.7°S, 41.2°E. The profile measured temperatures from 2.7°C to 5.8°C and salinities around 34.1 PSU."
3901015,92,-44.443,26.783,2013-09-05 11:57:08.063999939,2.54,7.912,34.23896428571429,"ARGO float 3901015 on cycle 92 reported data on 2013-09-05 at location 44.4°S, 26.8°E. The profile measured temperatures from 2.5°C to 7.9°C and salinities around 34.2 PSU."
3901015,93,-44.371,27.581,2013-09-15 10:54:52.128000025,2.612,7.75,34.20625,"ARGO float 3901015 on cycle 93 reported data on 2013-09-15 at location 44.4°S, 27.6°E. The profile measured temperatures from 2.6°C to 7.8°C and salinities around 34.2 PSU."
3901015,94,-43.985,28.23,2013-09-25 09:52:36.192000103,2.604,7.76,34.278107142857145,"ARGO float 3901015 on cycle 94 reported data on 2013-09-25 at location 44.0°S, 28.2°E. The profile measured temperatures from 2.6°C to 7.8°C and salinities around 34.3 PSU."
3901016,92,-46.145,28.604,2013-09-05 15:25:14.592000086,2.344,4.352,34.170928571428576,"ARGO float 3901016 on cycle 92 reported data on 2013-09-05 at location 46.1°S, 28.6°E. The profile measured temperatures from 2.3°C to 4.4°C and salinities around 34.2 PSU."
3901016,93,-47.618,29.196,2013-09-15 14:01:26.112000129,2.376,4.772,34.17160714285714,"ARGO float 3901016 on cycle 93 reported data on 2013-09-15 at location 47.6°S, 29.2°E. The profile measured temperatures from 2.4°C to 4.8°C and salinities around 34.2 PSU."
3901016,94,-50.01,30.213,2013-09-25 12:36:32.831999922,2.34,4.924,34.178999999999995,"ARGO float 3901016 on cycle 94 reported data on 2013-09-25 at location 50.0°S, 30.2°E. The profile measured temperatures from 2.3°C to 4.9°C and salinities around 34.2 PSU."
4901015,171,-51.064,132.215,2013-09-03 11:19:46.001207838,2.306,5.959,34.189282051282056,"ARGO float 4901015 on cycle 171 reported data on 2013-09-03 at location 51.1°S, 132.2°E. The profile measured temperatures from 2.3°C to 6.0°C and salinities around 34.2 PSU."
4901015,172,-51.272,132.008,2013-09-13 11:19:10.001207602,2.332,6.643,34.21930769230769,"ARGO float 4901015 on cycle 172 reported data on 2013-09-13 at location 51.3°S, 132.0°E. The profile measured temperatures from 2.3°C to 6.6°C and salinities around 34.2 PSU."
4901015,173,-51.455,132.048,2013-09-23 11:23:41.001213428,2.322,6.881,34.268307692307694,"ARGO float 4901015 on cycle 173 reported data on 2013-09-23 at location 51.5°S, 132.0°E. The profile measured temperatures from 2.3°C to 6.9°C and salinities around 34.3 PSU."
4901016,171,-34.225,59.193,2013-09-03 11:18:10.001206146,2.72,16.442,35.138089743589745,"ARGO float 4901016 on cycle 171 reported data on 2013-09-03 at location 34.2°S, 59.2°E. The profile measured temperatures from 2.7°C to 16.4°C and salinities around 35.1 PSU."
4901016,172,-34.117,58.461,2013-09-13 11:59:35.001265902,2.775,16.072,35.14715384615385,"ARGO float 4901016 on cycle 172 reported data on 2013-09-13 at location 34.1°S, 58.5°E. The profile measured temperatures from 2.8°C to 16.1°C and salinities around 35.1 PSU."
4901016,173,-33.924,57.998,2013-09-23 12:36:22.001339880,2.712,16.799,35.170205128205126,"ARGO float 4901016 on cycle 173 reported data on 2013-09-23 at location 33.9°S, 58.0°E. The profile measured temperatures from 2.7°C to 16.8°C and salinities around 35.2 PSU."
4901018,172,-44.072,61.097,2013-09-09 10:56:26.001154037,2.704,14.166,34.91536363636364,"ARGO float 4901018 on cycle 172 reported data on 2013-09-09 at location 44.1°S, 61.1°E. The profile measured temperatures from 2.7°C to 14.2°C and salinities around 34.9 PSU."
4901018,173,-41.309,64.899,2013-09-19 10:52:43.001148423,2.802,13.656,34.96975,"ARGO float 4901018 on cycle 173 reported data on 2013-09-19 at location 41.3°S, 64.9°E. The profile measured temperatures from 2.8°C to 13.7°C and salinities around 35.0 PSU."
4901018,174,-39.969,65.514,2013-09-29 12:16:15.001310755,2.85,14.006,35.13031168831169,"ARGO float 4901018 on cycle 174 reported data on 2013-09-29 at location 40.0°S, 65.5°E. The profile measured temperatures from 2.9°C to 14.0°C and salinities around 35.1 PSU."
5900045,371,-16.393,65.562,2013-09-09 16:41:13.000010847,3.41,25.537,33.5776862745098,"ARGO float 5900045 on cycle 371 reported data on 2013-09-09 at location 16.4°S, 65.6°E. The profile measured temperatures from 3.4°C to 25.5°C and salinities around 33.6 PSU."
5900045,372,-16.328,65.349,2013-09-19 16:48:41.999989449,3.368,24.712,34.87535294117647,"ARGO float 5900045 on cycle 372 reported data on 2013-09-19 at location 16.3°S, 65.3°E. The profile measured temperatures from 3.4°C to 24.7°C and salinities around 34.9 PSU."
5900045,373,-16.286,65.1,2013-09-29 16:51:45.999997257,3.384,24.776,34.8923137254902,"ARGO float 5900045 on cycle 373 reported data on 2013-09-29 at location 16.3°S, 65.1°E. The profile measured temperatures from 3.4°C to 24.8°C and salinities around 34.9 PSU."
5900350,313,-40.176,122.831,2013-09-10 10:02:38.000014725,2.445,11.913,34.75047142857143,"ARGO float 5900350 on cycle 313 reported data on 2013-09-10 at location 40.2°S, 122.8°E. The profile measured temperatures from 2.4°C to 11.9°C and salinities around 34.8 PSU."
5900350,314,-40.295,123.521,2013-09-20 07:44:43.999992908,2.369,12.201,34.78853521126761,"ARGO float 5900350 on cycle 314 reported data on 2013-09-20 at location 40.3°S, 123.5°E. The profile measured temperatures from 2.4°C to 12.2°C and salinities around 34.8 PSU."
5900350,315,-40.254,123.118,2013-09-30 10:02:38.000014725,2.399,11.996,34.781142857142854,"ARGO float 5900350 on cycle 315 reported data on 2013-09-30 at location 40.3°S, 123.1°E. The profile measured temperatures from 2.4°C to 12.0°C and salinities around 34.8 PSU."
5900414,234,-15.369,86.917,2013-09-25 20:45:14.997481911,9.884,9.884,34.831,"ARGO float 5900414 on cycle 234 reported data on 2013-09-25 at location 15.4°S, 86.9°E. The profile measured temperatures from 9.9°C to 9.9°C and salinities around 34.8 PSU."
5900689,305,-39.303,108.539,2013-09-04 02:39:38.999943403,5.281,11.852,34.842137254901964,"ARGO float 5900689 on cycle 305 reported data on 2013-09-04 at location 39.3°S, 108.5°E. The profile measured temperatures from 5.3°C to 11.9°C and salinities around 34.8 PSU."
5900689,306,-39.152,108.276,2013-09-14 15:27:45.997122386,4.975,11.946,34.81213725490196,"ARGO float 5900689 on cycle 306 reported data on 2013-09-14 at location 39.2°S, 108.3°E. The profile measured temperatures from 5.0°C to 11.9°C and salinities around 34.8 PSU."
5900689,307,-39.085,108.141,2013-09-25 04:37:50.000551800,5.067,10.826,34.77470588235294,"ARGO float 5900689 on cycle 307 reported data on 2013-09-25 at location 39.1°S, 108.1°E. The profile measured temperatures from 5.1°C to 10.8°C and salinities around 34.8 PSU."
5900703,291,-49.262,52.263,2013-09-03 15:01:38.998251943,2.14,2.83,34.079299999999996,"ARGO float 5900703 on cycle 291 reported data on 2013-09-03 at location 49.3°S, 52.3°E. The profile measured temperatures from 2.1°C to 2.8°C and salinities around 34.1 PSU."
5900703,292,-49.33,52.495,2013-09-14 03:48:12.000525163,2.227,2.756,34.113549019607845,"ARGO float 5900703 on cycle 292 reported data on 2013-09-14 at location 49.3°S, 52.5°E. The profile measured temperatures from 2.2°C to 2.8°C and salinities around 34.1 PSU."
5900703,293,-49.439,52.638,2013-09-24 19:57:49.998548142,1.82,2.594,34.278485714285715,"ARGO float 5900703 on cycle 293 reported data on 2013-09-24 at location 49.4°S, 52.6°E. The profile measured temperatures from 1.8°C to 2.6°C and salinities around 34.3 PSU."
5900722,296,-56.846,51.942,2013-09-02 12:15:50.001308997,-0.13,2.07,33.67947222222222,"ARGO float 5900722 on cycle 296 reported data on 2013-09-02 at location 56.8°S, 51.9°E. The profile measured temperatures from -0.1°C to 2.1°C and salinities around 33.7 PSU."
5900722,297,-56.776,51.937,2013-09-12 23:37:18.002521194,-0.25,2.072,34.378972222222224,"ARGO float 5900722 on cycle 297 reported data on 2013-09-12 at location 56.8°S, 51.9°E. The profile measured temperatures from -0.2°C to 2.1°C and salinities around 34.4 PSU."
5900722,298,-56.481,51.715,2013-09-23 16:24:44.001751397,-0.431,1.988,34.76976388888889,"ARGO float 5900722 on cycle 298 reported data on 2013-09-23 at location 56.5°S, 51.7°E. The profile measured temperatures from -0.4°C to 2.0°C and salinities around 34.8 PSU."
5900849,312,-34.843,124.946,2013-09-04 03:49:02.000015083,2.41,16.115,34.98798571428571,"ARGO float 5900849 on cycle 312 reported data on 2013-09-04 at location 34.8°S, 124.9°E. The profile measured temperatures from 2.4°C to 16.1°C and salinities around 35.0 PSU."
5900849,313,-35.529,123.502,2013-09-14 01:06:12.000020742,2.454,16.047,34.96559154929577,"ARGO float 5900849 on cycle 313 reported data on 2013-09-14 at location 35.5°S, 123.5°E. The profile measured temperatures from 2.5°C to 16.0°C and salinities around 35.0 PSU."
5900849,314,-36.25,124.84,2013-09-24 01:42:54.999980628,2.457,15.928,35.018985915492955,"ARGO float 5900849 on cycle 314 reported data on 2013-09-24 at location 36.2°S, 124.8°E. The profile measured temperatures from 2.5°C to 15.9°C and salinities around 35.0 PSU."
5900860,307,-15.009,63.851,2013-09-05 01:56:53.000021878,3.134,25.002,34.90953846153846,"ARGO float 5900860 on cycle 307 reported data on 2013-09-05 at location 15.0°S, 63.9°E. The profile measured temperatures from 3.1°C to 25.0°C and salinities around 34.9 PSU."
5900860,308,-15.218,63.997,2013-09-14 23:31:29.000026882,2.948,25.777,34.36349056603774,"ARGO float 5900860 on cycle 308 reported data on 2013-09-14 at location 15.2°S, 64.0°E. The profile measured temperatures from 2.9°C to 25.8°C and salinities around 34.4 PSU."
5900860,309,-15.581,63.222,2013-09-25 00:38:20.000037249,2.973,25.652,34.314603773584906,"ARGO float 5900860 on cycle 309 reported data on 2013-09-25 at location 15.6°S, 63.2°E. The profile measured temperatures from 3.0°C to 25.7°C and salinities around 34.3 PSU."
5900863,294,-14.829,84.372,2013-09-04 00:31:50.000020262,2.883,25.75,34.78094230769231,"ARGO float 5900863 on cycle 294 reported data on 2013-09-04 at location 14.8°S, 84.4°E. The profile measured temperatures from 2.9°C to 25.8°C and salinities around 34.8 PSU."
5900863,295,-14.854,84.539,2013-09-13 21:34:32.999981047,2.91,25.752,34.73350943396226,"ARGO float 5900863 on cycle 295 reported data on 2013-09-13 at location 14.9°S, 84.5°E. The profile measured temperatures from 2.9°C to 25.8°C and salinities around 34.7 PSU."
5900863,296,-14.956,84.705,2013-09-24 00:30:55.999991301,3.035,25.733,34.759307692307694,"ARGO float 5900863 on cycle 296 reported data on 2013-09-24 at location 15.0°S, 84.7°E. The profile measured temperatures from 3.0°C to 25.7°C and salinities around 34.8 PSU."
5900896,291,-43.316,72.348,2013-09-07 05:30:16.999047282,5.112,12.365,34.99927450980392,"ARGO float 5900896 on cycle 291 reported data on 2013-09-07 at location 43.3°S, 72.3°E. The profile measured temperatures from 5.1°C to 12.4°C and salinities around 35.0 PSU."
5900896,292,-42.152,72.857,2013-09-17 12:18:04.003257677,4.643,12.331,34.9863137254902,"ARGO float 5900896 on cycle 292 reported data on 2013-09-17 at location 42.2°S, 72.9°E. The profile measured temperatures from 4.6°C to 12.3°C and salinities around 35.0 PSU."
5900896,293,-41.879,73.838,2013-09-28 10:22:48.999760320,2.575,12.344,34.86552857142857,"ARGO float 5900896 on cycle 293 reported data on 2013-09-28 at location 41.9°S, 73.8°E. The profile measured temperatures from 2.6°C to 12.3°C and salinities around 34.9 PSU."
5900897,291,-47.796,89.671,2013-09-04 06:03:30.999582866,3.166,8.363,34.39460784313726,"ARGO float 5900897 on cycle 291 reported data on 2013-09-04 at location 47.8°S, 89.7°E. The profile measured temperatures from 3.2°C to 8.4°C and salinities around 34.4 PSU."
5900897,292,-46.148,91.071,2013-09-14 19:03:21.002881011,3.091,8.876,34.46868627450981,"ARGO float 5900897 on cycle 292 reported data on 2013-09-14 at location 46.1°S, 91.1°E. The profile measured temperatures from 3.1°C to 8.9°C and salinities around 34.5 PSU."
5900897,293,-46.205,92.873,2013-09-25 08:00:25.001046771,2.28,7.653,34.42167605633803,"ARGO float 5900897 on cycle 293 reported data on 2013-09-25 at location 46.2°S, 92.9°E. The profile measured temperatures from 2.3°C to 7.7°C and salinities around 34.4 PSU."
5900899,291,-57.677,67.405,2013-09-08 04:39:16.000321080,0.3,2.311,34.24823529411765,"ARGO float 5900899 on cycle 291 reported data on 2013-09-08 at location 57.7°S, 67.4°E. The profile measured temperatures from 0.3°C to 2.3°C and salinities around 34.2 PSU."
5900899,292,-57.649,69.94,2013-09-18 17:44:14.002753911,0.084,2.302,34.234196078431374,"ARGO float 5900899 on cycle 292 reported data on 2013-09-18 at location 57.6°S, 69.9°E. The profile measured temperatures from 0.1°C to 2.3°C and salinities around 34.2 PSU."
5900899,293,-57.534,71.206,2013-09-29 07:19:57.999282179,-0.164,2.309,34.3609,"ARGO float 5900899 on cycle 293 reported data on 2013-09-29 at location 57.5°S, 71.2°E. The profile measured temperatures from -0.2°C to 2.3°C and salinities around 34.4 PSU."
5900924,292,-1.301,84.114,2013-09-06 05:29:49.999721167,6.911,28.351,35.16092156862745,"ARGO float 5900924 on cycle 292 reported data on 2013-09-06 at location 1.3°S, 84.1°E. The profile measured temperatures from 6.9°C to 28.4°C and salinities around 35.2 PSU."
5900924,293,-1.283,84.375,2013-09-16 11:19:59.000064864,6.64,28.535,35.105490196078435,"ARGO float 5900924 on cycle 293 reported data on 2013-09-16 at location 1.3°S, 84.4°E. The profile measured temperatures from 6.6°C to 28.5°C and salinities around 35.1 PSU."
5900924,294,-2.296,85.346,2013-09-27 05:52:32.999206200,6.873,29.0,35.06288,"ARGO float 5900924 on cycle 294 reported data on 2013-09-27 at location 2.3°S, 85.3°E. The profile measured temperatures from 6.9°C to 29.0°C and salinities around 35.1 PSU."
5900927,292,5.654,54.984,2013-09-05 04:14:05.999902088,7.474,25.742,35.28543137254902,"ARGO float 5900927 on cycle 292 reported data on 2013-09-05 at location 5.7°N, 55.0°E. The profile measured temperatures from 7.5°C to 25.7°C and salinities around 35.3 PSU."
5900927,293,4.922,54.959,2013-09-15 16:09:32.002597465,7.566,26.768,35.26423529411765,"ARGO float 5900927 on cycle 293 reported data on 2013-09-15 at location 4.9°N, 55.0°E. The profile measured temperatures from 7.6°C to 26.8°C and salinities around 35.3 PSU."
5900927,294,3.639,54.948,2013-09-26 04:12:09.000659597,7.477,26.029,35.267019999999995,"ARGO float 5900927 on cycle 294 reported data on 2013-09-26 at location 3.6°N, 54.9°E. The profile measured temperatures from 7.5°C to 26.0°C and salinities around 35.3 PSU."
5900933,292,-48.532,21.08,2013-09-26 07:09:29.999309829,1.802,2.944,34.0484705882353,"ARGO float 5900933 on cycle 292 reported data on 2013-09-26 at location 48.5°S, 21.1°E. The profile measured temperatures from 1.8°C to 2.9°C and salinities around 34.0 PSU."
5900945,289,-17.026,59.243,2013-09-05 15:00:49.997520060,16.29,24.593,35.27226923076923,"ARGO float 5900945 on cycle 289 reported data on 2013-09-05 at location 17.0°S, 59.2°E. The profile measured temperatures from 16.3°C to 24.6°C and salinities around 35.3 PSU."
5900945,291,-16.96,59.05,2013-09-26 15:11:06.000930170,5.244,10.817,34.73646153846154,"ARGO float 5900945 on cycle 291 reported data on 2013-09-26 at location 17.0°S, 59.0°E. The profile measured temperatures from 5.2°C to 10.8°C and salinities around 34.7 PSU."
5900946,289,-6.85,42.102,2013-09-05 16:57:05.998302745,5.985,25.652,35.12496078431373,"ARGO float 5900946 on cycle 289 reported data on 2013-09-05 at location 6.8°S, 42.1°E. The profile measured temperatures from 6.0°C to 25.7°C and salinities around 35.1 PSU."
5900946,290,-8.186,42.031,2013-09-16 02:53:55.999202032,6.159,25.769,35.09550980392157,"ARGO float 5900946 on cycle 290 reported data on 2013-09-16 at location 8.2°S, 42.0°E. The profile measured temperatures from 6.2°C to 25.8°C and salinities around 35.1 PSU."
5900946,291,-7.437,41.481,2013-09-26 16:54:28.995091087,6.352,26.045,35.11013725490196,"ARGO float 5900946 on cycle 291 reported data on 2013-09-26 at location 7.4°S, 41.5°E. The profile measured temperatures from 6.4°C to 26.0°C and salinities around 35.1 PSU."
5901095,251,-34.479,125.216,2013-09-05 09:47:35.999278010,4.639,15.626,35.052921568627454,"ARGO float 5901095 on cycle 251 reported data on 2013-09-05 at location 34.5°S, 125.2°E. The profile measured temperatures from 4.6°C to 15.6°C and salinities around 35.1 PSU."
5901095,252,-34.508,124.196,2013-09-15 13:20:20.001975403,5.075,17.185,35.107200000000006,"ARGO float 5901095 on cycle 252 reported data on 2013-09-15 at location 34.5°S, 124.2°E. The profile measured temperatures from 5.1°C to 17.2°C and salinities around 35.1 PSU."
5901095,253,-34.426,124.15,2013-09-25 21:20:28.997033124,2.902,16.326,35.11688135593221,"ARGO float 5901095 on cycle 253 reported data on 2013-09-25 at location 34.4°S, 124.2°E. The profile measured temperatures from 2.9°C to 16.3°C and salinities around 35.1 PSU."
5901100,250,-21.726,105.54,2013-09-07 06:53:55.998340895,2.653,22.742,34.978257142857146,"ARGO float 5901100 on cycle 250 reported data on 2013-09-07 at location 21.7°S, 105.5°E. The profile measured temperatures from 2.7°C to 22.7°C and salinities around 35.0 PSU."
5901100,251,-21.386,104.891,2013-09-17 07:34:32.998520501,5.454,22.435,35.133,"ARGO float 5901100 on cycle 251 reported data on 2013-09-17 at location 21.4°S, 104.9°E. The profile measured temperatures from 5.5°C to 22.4°C and salinities around 35.1 PSU."
5901100,252,-20.883,104.159,2013-09-27 12:57:29.999995217,5.277,23.271,35.11903921568627,"ARGO float 5901100 on cycle 252 reported data on 2013-09-27 at location 20.9°S, 104.2°E. The profile measured temperatures from 5.3°C to 23.3°C and salinities around 35.1 PSU."
5901135,285,-38.171,133.608,2013-09-08 20:01:35.000021161,2.354,12.549,34.74887142857143,"ARGO float 5901135 on cycle 285 reported data on 2013-09-08 at location 38.2°S, 133.6°E. The profile measured temperatures from 2.4°C to 12.5°C and salinities around 34.7 PSU."
5901135,286,-37.752,134.357,2013-09-18 21:53:06.999973658,2.363,12.576,34.80661428571429,"ARGO float 5901135 on cycle 286 reported data on 2013-09-18 at location 37.8°S, 134.4°E. The profile measured temperatures from 2.4°C to 12.6°C and salinities around 34.8 PSU."
5901135,287,-37.253,134.752,2013-09-28 19:35:05.999989807,2.348,13.681,34.859352112676056,"ARGO float 5901135 on cycle 287 reported data on 2013-09-28 at location 37.3°S, 134.8°E. The profile measured temperatures from 2.3°C to 13.7°C and salinities around 34.9 PSU."
5901160,271,-25.397,86.952,2013-09-09 00:13:32.999975685,2.412,20.966,35.17904285714285,"ARGO float 5901160 on cycle 271 reported data on 2013-09-09 at location 25.4°S, 87.0°E. The profile measured temperatures from 2.4°C to 21.0°C and salinities around 35.2 PSU."
5901160,272,-25.724,87.244,2013-09-19 02:13:56.999979615,2.493,21.26,35.15918571428571,"ARGO float 5901160 on cycle 272 reported data on 2013-09-19 at location 25.7°S, 87.2°E. The profile measured temperatures from 2.5°C to 21.3°C and salinities around 35.2 PSU."
5901160,273,-25.828,87.711,2013-09-29 02:11:35.000025633,3.916,21.366,35.262524590163935,"ARGO float 5901160 on cycle 273 reported data on 2013-09-29 at location 25.8°S, 87.7°E. The profile measured temperatures from 3.9°C to 21.4°C and salinities around 35.3 PSU."
5901168,252,-23.756,110.13,2013-09-08 13:31:36.999996899,2.428,21.886,35.04635714285714,"ARGO float 5901168 on cycle 252 reported data on 2013-09-08 at location 23.8°S, 110.1°E. The profile measured temperatures from 2.4°C to 21.9°C and salinities around 35.0 PSU."
5901168,253,-24.588,110.167,2013-09-18 11:01:36.000015738,2.366,21.751,35.03212676056338,"ARGO float 5901168 on cycle 253 reported data on 2013-09-18 at location 24.6°S, 110.2°E. The profile measured temperatures from 2.4°C to 21.8°C and salinities around 35.0 PSU."
5901168,254,-25.485,110.377,2013-09-28 13:41:32.999982838,2.417,21.776,35.06315714285714,"ARGO float 5901168 on cycle 254 reported data on 2013-09-28 at location 25.5°S, 110.4°E. The profile measured temperatures from 2.4°C to 21.8°C and salinities around 35.1 PSU."
